x,y,z
4.347679283164549e-06,0.875087988657613,-0.4754998003559221
3.7994019903081186e-06,0.8750874717010311,-0.46565457268772503
3.3213102224390298e-06,0.8750872828735747,-0.4559007190474695
3.02264667337536e-06,0.875087303949628,-0.44623519955480656
2.4974560343434123e-06,0.8750868206946422,-0.4366548251495601
1.9710623842947636e-06,0.8750870256968052,-0.4271580762876446
1.6852048699641142e-06,0.8750864895080902,-0.4177416742405637
1.0531864725559446e-06,0.8750861665315368,-0.4084033245650752
6.726025599837913e-07,0.8750856998828692,-0.39914076214125016
2.7472514016879866e-07,0.8750858054953873,-0.3899518712478557
-1.6282493787967388e-07,0.8750851729901968,-0.3808337904397862
-5.520910926926515e-07,0.8750851141523147,-0.37178503002021895
-1.0368808276638572e-06,0.8750850337790689,-0.362802967199242
-1.4070731660687629e-06,0.8750845748819756,-0.35388563489834357
-1.7842975541209625e-06,0.8750843341014896,-0.3450311855717793
-2.2573089669740473e-06,0.875084431347449,-0.3362374436927835
-2.679162292589699e-06,0.8750842712115003,-0.3275024421088399
-3.0875080317180456e-06,0.87508361589009,-0.3188242733962087
-3.3929672255353184e-06,0.8750836580263328,-0.3102012392032677
-3.960523277538216e-06,0.8750833254026711,-0.3016312530383273
-4.313669786538458e-06,0.875083333756096,-0.29311285479619276
-4.657165697796871e-06,0.8750832068802845,-0.2846440773793623
-5.054059548980204e-06,0.8750823493529308,-0.2762229834475086
-5.398046613648706e-06,0.8750823112817794,-0.26784838140312894
-5.840877026589212e-06,0.8750822587856419,-0.2595184530423746
-6.1789852510164e-06,0.8750821924267757,-0.2512314698210689
-6.6160777495193e-06,0.8750821127109303,-0.2429858522257788
-7.055700334526829e-06,0.875081424074764,-0.23478010994349452
-7.435447131090692e-06,0.8750813190934831,-0.2266127532401074
-7.810209608844584e-06,0.8750812022150567,-0.21848224710623865
-8.190633051638899e-06,0.8750809547255004,-0.21038705668437704
-8.508998683397375e-06,0.8750810539107539,-0.20232579631736694
-8.987506685752873e-06,0.8750803081400539,-0.19429702021822073
-9.248400978310058e-06,0.8750801483848119,-0.1862993281219466
-9.614771048079383e-06,0.8750798598878046,-0.17833115519096157
-1.0033157920794887e-05,0.8750798006099337,-0.17039147335814367
-1.0446207609127856e-05,0.875079851901158,-0.16247855404770065
-1.0806828584780913e-05,0.8750792988723735,-0.15459126453830613
-1.1219836039222771e-05,0.8750790955949866,-0.1467283683464636
-1.141743295235379e-05,0.8750790041274172,-0.13888840506889252
-1.1984243756720516e-05,0.8750789056235725,-0.13107021240406555
-1.2178561179788414e-05,0.8750786813825775,-0.12327226290969645
-1.263360935128978e-05,0.8750785700841593,-0.1154937073263711
-1.3037160332832993e-05,0.8750780954508716,-0.10773283185202012
-1.3279353562893553e-05,0.8750780922506424,-0.09998870542836089
-1.3677263471103236e-05,0.8750778456662368,-0.09225994948203316
-1.4128671942936182e-05,0.875077475279482,-0.08454541665736671
-1.441903178654038e-05,0.8750774583071826,-0.07684394480771248
-1.4865502077866896e-05,0.8750770798888048,-0.06915428947015807
-1.531193588126357e-05,0.8750771748906502,-0.06147521783574692
-1.544217380786337e-05,0.8750767900490841,-0.05380547788425144
-1.583263991483694e-05,0.875076640937463,-0.04614404914419025
-1.6170795845716872e-05,0.8750766087474389,-0.03848970966723392
-1.6611342308959373e-05,0.8750764554860225,-0.030841131317755177
-1.6998752922769832e-05,0.8750760622947221,-0.023197237441117294
-1.728131004070543e-05,0.8750759063181295,-0.015557079171181725
-1.7771263604125354e-05,0.8750757496300637,-0.0079191113815761
-1.805182737229947e-05,0.8750755925307631,-0.0002824307171567972
-1.8383712907370497e-05,0.8750754950071133,0.007354163407199794
-1.866280045922297e-05,0.8750750998534134,0.014991972027535992
-1.909782326419586e-05,0.8750753610833166,0.022632059375091097
-1.9479507770387732e-05,0.8750750273638761,0.030275541588197716
-1.9809037789519387e-05,0.8750748739556127,0.03792365800692001
-2.029475897940525e-05,0.875074543567349,0.04557746485667315
-2.051792179806031e-05,0.8750744538810072,0.053238327341256574
-2.095065306601812e-05,0.8750739495593223,0.060907247753199854
-2.1331029585256265e-05,0.8750737463144141,0.06858562285768179
-2.1554210745821992e-05,0.8750735464331308,0.07627440643011377
-2.1984588918354795e-05,0.8750734099143063,0.08397484268102472
-2.236467304344726e-05,0.8750729795707827,0.09168828029299439
-2.26918878082038e-05,0.8750728518170606,0.0994158590124833
-2.296445657207179e-05,0.875072967447836,0.10715881565513431
-2.344920115752511e-05,0.8750726115386663,0.11491819352055943
-2.382904103859557e-05,0.8750723805971332,0.12269540059088654
-2.426174949140493e-05,0.8750720961909265,0.1304916290092662
-2.458652886546654e-05,0.8750722356247432,0.1383083165912897
-2.4914504695116834e-05,0.8750721435868041,0.14614652152580268
-2.5294992020300282e-05,0.8750714032429014,0.15400748074150736
-2.5729429961595675e-05,0.8750717436471868,0.1618928030056052
-2.6054987095845415e-05,0.8750713173766426,0.16980347239888124
-2.6438323924076618e-05,0.8750706613506927,0.17774097885635662
-2.6768081917854483e-05,0.875070729760662,0.1857069164995369
-2.715226036567842e-05,0.8750705096092554,0.19370216481894978
-2.742566003834174e-05,0.8750701802478098,0.20172837779343644
-2.7809745130941572e-05,0.8750701593853354,0.20978704539392948
-2.82513542509554e-05,0.8750700898232447,0.21787949394166586
-2.8745242744323977e-05,0.8750697335856781,0.22600709442062544
-2.896856746814616e-05,0.8750696872549041,0.2341714857811936
-2.9410368097429295e-05,0.8750694744311139,0.24237405396225623
-2.980171040848846e-05,0.875068976425332,0.2506163934391044
-3.0138693613519066e-05,0.8750686705510468,0.2588999792728575
-3.063263561019432e-05,0.8750686765616217,0.2672265101473878
-3.097421600558562e-05,0.8750685777312727,0.27559753593261976
-3.142128328282607e-05,0.8750684937931599,0.2840146957055974
-3.182019724203327e-05,0.875068246504208,0.29247974786820197
-3.2164263389416484e-05,0.875068074744964,0.3009941228551761
-3.255736175532734e-05,0.8750675023015633,0.3095597579664417
-3.296158107390607e-05,0.8750673046509194,0.31817856030215197
-3.336790110557525e-05,0.8750671247041839,0.32685219890815953
-3.388117699970916e-05,0.8750670226892479,0.33558261091115
-3.422922216260338e-05,0.8750669396132502,0.3443716738893723
-3.458160630719244e-05,0.8750664587982622,0.3532211165041716
-3.4994035642895865e-05,0.8750664751209833,0.36213344185923246
-3.5467211311618314e-05,0.8750657969504085,0.37111008085079106
-3.594054640683285e-05,0.875066034459823,0.3801536555663598
-3.634319386674507e-05,0.8750656385169285,0.38926598445116867
-3.68280549246489e-05,0.8750655038905821,0.398449242778805
-3.72540140242581e-05,0.8750653929348646,0.4077058148185432
-3.7676588636007555e-05,0.8750650679516926,0.4170379358188128
-3.805521058588239e-05,0.8750649469826183,0.42644810904176955
-3.853690751422169e-05,0.8750644346036043,0.4359382718237942
-3.902531200721096e-05,0.8750644260023818,0.4455118809499855
-3.935285733459599e-05,0.8750634911136048,0.45517030779681866
-3.979428178767706e-05,0.8750634192543287,0.46491721745954845
-4.0357954171549654e-05,0.8750632575198513,0.474754994431345
-4.07996579402512e-05,0.875063006771541,0.4846862911302419
-4.1202176391722046e-05,0.8750627275360171,0.4947139685559089
-4.1767462095529574e-05,0.8750624803374408,0.5048408877024154
-4.2228610880023097e-05,0.8750622066831716,0.5150704758684472
-4.275265604861181e-05,0.8750619671846864,0.5254058622706027
-4.310499708909427e-05,0.8750617628089947,0.5358500271519933
-4.374802224220088e-05,0.8750613562441127,0.5464064276370838
-4.4236139032835715e-05,0.8750609869954283,0.5570784015297778
-4.477150586066726e-05,0.8750607754226615,0.5678695250605927
-4.532114252191419e-05,0.8750607824589303,0.5787839109321145
-4.5677718114107475e-05,0.8750601746441851,0.5898246588648638
-4.6307793900091204e-05,0.8750602051480233,0.6009963579902181
-4.6813986688069425e-05,0.8750596829826818,0.6123024061762982
-4.7438306053713475e-05,0.8750595634338841,0.6237478098937431
-4.790543473831196e-05,0.8750589535730452,0.6353360861180034
-4.83482052390884e-05,0.8750589876175259,0.6470725988949694
-4.894053026617936e-05,0.875058176602303,0.6589609249760564
-4.959193416316484e-05,0.8750583702167207,0.6710070838377871
-5.025116140203795e-05,0.8750581989983341,0.6832155462732977
-5.0762661041874125e-05,0.8750574260520155,0.6955910211335687
-5.136356838224844e-05,0.8750573051486393,0.7081399453046527
-5.200623912041511e-05,0.8750568245689974,0.7208671470919067
-5.2495226347904265e-05,0.8750565226062641,0.7337783483769315
-5.319575285217841e-05,0.8750566399037116,0.7468804632040318
-5.371169332231162e-05,0.8750559264462123,0.7601786775997645
-5.443061307490694e-05,0.8750556958948317,0.7736803224934962
-5.505392978566422e-05,0.8750551755121623,0.7873919546600125
-5.5793477743842167e-05,0.8750548444016933,0.8013206072831366
-5.64244554240568e-05,0.8750544069117937,0.8154736118405829
-5.69989034690456e-05,0.8750539250322168,0.8298583592862373
-5.7784771708379614e-05,0.8750541170728415,0.8444843265146237
-5.846033804107926e-05,0.8750530178575224,0.8593569978029316
-5.9188497791958156e-05,0.8750529557163941,0.8744879952981528
-0.012378382773431354,0.8817686521145872,0.8955364447912562
-0.011782083463586116,0.8816447888345236,-0.8835406005846123
-0.011787350532194396,0.8816457917313648,-0.8682540892697042
-0.011792273057253985,0.8816467694195202,-0.8532282290732469
-0.011797313632713271,0.8816484397830469,-0.8384543782135293
-0.011802195699756273,0.881649147343866,-0.8239229981488706
-0.011806939030063208,0.8816500914609638,-0.8096268779490663
-0.011811554093205355,0.881650684173763,-0.7955579703834387
-0.011816351214296276,0.8816516440407267,-0.7817090045255639
-0.01182089373059848,0.8816532226033312,-0.7680730663382918
-0.011825290304494333,0.8816536382903888,-0.7546421670065656
-0.011829741082518361,0.8816549209372256,-0.7414106462357861
-0.01183420285983291,0.8816560047185477,-0.7283721252178764
-0.011838509929673478,0.8816566605210313,-0.7155197491221493
-0.011842772835828068,0.8816574882715666,-0.7028483329948046
-0.01184687986367276,0.8816581381603532,-0.6903517371564235
-0.011851008071678217,0.8816589705781754,-0.6780249552449262
-0.011855175680895223,0.881659752541978,-0.665862443792678
-0.01185912784479799,0.8816607310159973,-0.6538593153802763
-0.01186310785949168,0.8816613121499357,-0.6420101454580107
-0.011867040897839994,0.881662812136909,-0.6303112994632445
-0.01187093205003865,0.8816632104198989,-0.6187566956496735
-0.011874754058184741,0.8816641797106538,-0.6073431766740427
-0.011878723915427072,0.8816651258441308,-0.5960659736286336
-0.01188224831576765,0.8816654653872363,-0.5849206749625665
-0.01188579099992926,0.8816662682849156,-0.5739040632811885
-0.01188966495452187,0.8816672962274025,-0.5630118469123494
-0.011893229944893767,0.8816676083950207,-0.5522399715506379
-0.011896878082901977,0.881668632884225,-0.5415856969809368
-0.011900307025663324,0.8816695437125002,-0.5310447307144981
-0.01190386869877156,0.8816704584705015,-0.5206139735510695
-0.011907317934109906,0.8816706686309822,-0.5102900868170659
-0.011910729122683638,0.8816712491963681,-0.5000701212084596
-0.01191410663050163,0.8816724418002619,-0.48995091792638373
-0.01191748957463069,0.8816729380417203,-0.4799290185721388
-0.011920833973092676,0.8816733373869345,-0.47000174153417634
-0.01192404811447798,0.8816747161011432,-0.46016712092912243
-0.011927429544444416,0.8816751669082931,-0.4504209527760442
-0.011930727790403259,0.8816755298690159,-0.44076121128951723
-0.011933755753344837,0.8816761674782623,-0.4311856914027232
-0.011937039404097006,0.8816767178153451,-0.42169153190332886
-0.011940241286662311,0.8816777839678099,-0.412276438511694
-0.011943350665428959,0.8816786534912033,-0.40293775808569104
-0.011946477596511091,0.8816792082349961,-0.39367298714602145
-0.011949402523878999,0.8816796916421885,-0.38448018871361106
-0.011952481749027242,0.8816802204150014,-0.3753570682519977
-0.011955571007449145,0.8816806796106423,-0.3663013904176455
-0.011958585709928374,0.8816813106391124,-0.3573113970904467
-0.011961574693388814,0.8816823538497484,-0.3483845851371845
-0.011964576462444636,0.881682499039593,-0.33951925449515036
-0.011967457735859095,0.8816831809807403,-0.3307131714128447
-0.011970422793111312,0.8816840409319123,-0.3219646666627367
-0.011973408155203567,0.8816846052130999,-0.31327147475944117
-0.011976158692320507,0.881685117202296,-0.30463219515354373
-0.01197909532934128,0.8816859308504299,-0.29604483159763184
-0.011981909516715523,0.8816865753744043,-0.2875075655590251
-0.011984803913781669,0.8816870497163689,-0.2790187281761973
-0.011987724398992601,0.8816872371463498,-0.2705766205772961
-0.01199053392591177,0.8816884524698038,-0.26217978374739986
-0.011993305334777027,0.8816885508694394,-0.25382612934999493
-0.011996057520674104,0.8816890833172351,-0.24551433277703846
-0.011998903622676837,0.8816895727778296,-0.23724303757259027
-0.012001573083200517,0.8816906209774075,-0.22901038161284437
-0.012004324288613448,0.8816907951275974,-0.22081500751295768
-0.012007168566357185,0.8816912890110299,-0.21265523266811123
-0.012009776238778046,0.8816918700378769,-0.20452976032332296
-0.012012537501258242,0.8816927726845488,-0.19643724974951118
-0.012015214067508165,0.881692809806244,-0.18837595621016234
-0.012017884624966377,0.881693412228046,-0.18034465930311816
-0.01202064412651296,0.881693864661532,-0.17234206192661228
-0.012023233985672972,0.8816947682699932,-0.1643666893908495
-0.012025909792232859,0.8816951671389859,-0.15641722950224218
-0.012028576807515125,0.8816961368848107,-0.1484923869283434
-0.012031335193270938,0.8816967239830303,-0.1405905961039885
-0.012033868674421574,0.881697410629808,-0.13271090373831357
-0.012036377740908355,0.8816973611007095,-0.12485178912533562
-0.012039097705407377,0.8816978847013975,-0.1170121808046123
-0.012041753668382057,0.881698867503838,-0.10919059589722692
-0.012044392091292367,0.8816991178411446,-0.10138589325859503
-0.012046967103388108,0.8816994721733341,-0.09359682203170376
-0.012049588801955266,0.8817000495167161,-0.08582211577743082
-0.012052148794294209,0.8817007331176485,-0.07806082066349257
-0.01205474961523703,0.8817012848183645,-0.07031129735283806
-0.012057295469288121,0.8817023030342999,-0.06257257412404327
-0.012059873138664117,0.8817024764677265,-0.05484337188814373
-0.01206271396200181,0.8817032336416243,-0.047122675184878816
-0.01206522216118755,0.881703272712118,-0.0394091041143306
-0.012067736450103369,0.8817043785133252,-0.03170152627208771
-0.01207033657003112,0.8817045244102708,-0.023998769867108513
-0.012072937043758353,0.8817052625860844,-0.016299722597908548
-0.012075473357331161,0.8817055223250051,-0.008603038979779815
-0.012078007579492253,0.8817061383607367,-0.0009077087348367317
-0.012080642311813283,0.8817067528326694,0.006787439926899181
-0.012083172340499118,0.8817077871880996,0.014483732063309723
-0.012085789107984867,0.8817076899668729,0.022182167372369995
-0.01208835726589781,0.8817083122589261,0.02988402550476512
-0.012090920748327108,0.8817088201641872,0.03759051615721685
-0.012093533568909635,0.8817093927974539,0.045302633780439736
-0.012096201314476623,0.8817102698789002,0.05302169501770484
-0.012098703073389106,0.8817107998770165,0.06074882192671131
-0.012101305551968282,0.8817110401906243,0.0684854150657098
-0.01210396803159224,0.881712005771287,0.07623246433651959
-0.012106564670845718,0.8817120303963045,0.08399107790245228
-0.01210911599961321,0.881712844191081,0.09176291546370081
-0.012111770730966321,0.8817132535433456,0.0995485891396955
-0.012114371159315587,0.8817137392441622,0.10734979722600439
-0.012117024270652912,0.881714062468763,0.11516759046259971
-0.012119629663912147,0.8817148218452638,0.12300308585869837
-0.012122292879100029,0.8817156599006202,0.13085787071848903
-0.012124846970520103,0.8817164010730935,0.13873289895491905
-0.012127504893912974,0.8817165075261814,0.14662969841492676
-0.012130222015008033,0.881717113600566,0.1545493706381149
-0.012132947402950648,0.8817178638976335,0.16249343592578247
-0.012135506821379358,0.8817180466324349,0.1704630126558286
-0.012138183993872098,0.8817185535135535,0.17845950052554224
-0.012140811151861563,0.8817192692604521,0.1864844941366854
-0.012143608078205484,0.8817198939006408,0.19453905170319316
-0.012146349656677656,0.8817205511345233,0.20262452918316642
-0.012149050723844514,0.8817211234255604,0.21074275953579422
-0.012151700128941133,0.8817217908464323,0.2188948005634792
-0.012154458926340886,0.881721897104913,0.22708223240673064
-0.012157182368698246,0.8817229362187332,0.23530678212054723
-0.012159963093536931,0.8817234177530365,0.24356950918318462
-0.012162745019906648,0.8817237615118833,0.2518721268184855
-0.012165601231563728,0.8817245645599938,0.2602165417388478
-0.012168409276101206,0.8817252931722857,0.2686038125169711
-0.012171177518151968,0.8817258300389597,0.27703590622459545
-0.012174058854855434,0.8817263534303579,0.2855143127427584
-0.012176902380806133,0.8817272249774026,0.2940408794984788
-0.012179799107565321,0.8817273718611411,0.3026169784671573
-0.01218273033734186,0.8817282274067457,0.3112449625712248
-0.01218565942981765,0.8817287203291537,0.3199259952125939
-0.012188557764992688,0.8817296283465139,0.32866240018670434
-0.012191567457543868,0.8817299375500253,0.3374555493907833
-0.012194496190260756,0.8817308453865328,0.34630797486351245
-0.012197483962639788,0.8817309802842929,0.3552210190670633
-0.012200497103832055,0.8817318355065358,0.3641971540770146
-0.012203411196136648,0.8817325800558519,0.3732381689287333
-0.012206507528749152,0.8817330930984825,0.38234623921888644
-0.012209636012050148,0.8817338558121189,0.3915235400774309
-0.012212776475823589,0.8817346323642928,0.4007723367309111
-0.01221576783104679,0.8817353078585799,0.4100946857146365
-0.012218932244891548,0.8817353437218555,0.4194928524461717
-0.012222142901601394,0.8817362943796972,0.4289695771919159
-0.012225364171560896,0.881736731823193,0.43852694759155003
-0.012228624499628015,0.881737433755889,0.4481680324791484
-0.012231893054883406,0.8817383431071797,0.45789488828538755
-0.01223513514231156,0.8817391054527464,0.46771019759616667
-0.01223846006326087,0.881739603174041,0.4776169705302794
-0.012241762919493497,0.8817406152796153,0.48761776932713047
-0.012245131746292931,0.8817409513051173,0.4977154562007174
-0.01224859538718654,0.8817416871223991,0.5079132188887598
-0.012252097360591107,0.8817422304716188,0.5182140382518879
-0.012255573970987537,0.8817433604719637,0.528621132166518
-0.012258956208359751,0.8817437698968592,0.5391376610444094
-0.012262558512876044,0.8817447096898522,0.5497669613560839
-0.012266259432170454,0.8817451122745474,0.5605126701234016
-0.012270031212668788,0.8817459949640696,0.5713782433848678
-0.012273629073911638,0.8817470073166823,0.5823674366797106
-0.012277314282100797,0.8817476132505142,0.5934841247705056
-0.012280963101212955,0.8817484143062096,0.60473194296933
-0.012284802029489148,0.881749650547286,0.6161154805116006
-0.012288657755631146,0.8817495992727548,0.62763825589928
-0.012292639931957502,0.8817508278653505,0.6393057500935484
-0.012296654516975295,0.8817515529279739,0.6511214816309614
-0.01230066315258746,0.8817528535544229,0.6630908734448325
-0.012304709109980974,0.8817537795004071,0.6752179200074779
-0.012308821596915449,0.881754216975517,0.6875082838699123
-0.012312987923141916,0.8817554233684386,0.6999672089597455
-0.012317243475315178,0.8817559132170629,0.7125998227894673
-0.012321444884389384,0.88175670775036,0.725411846411669
-0.01232591478024069,0.8817576894038528,0.7384091806977482
-0.012330305730934741,0.8817585712070026,0.7515979653448277
-0.01233478584359618,0.8817592378962255,0.764984280089809
-0.012339306868217086,0.8817608896395875,0.7785752166764007
-0.012344042260442292,0.881761622916808,0.7923769758816784
-0.012348614738380129,0.8817624044534468,0.8063971266406363
-0.012353452359760046,0.8817637125702344,0.8206427612708567
-0.012358420426538523,0.8817648417065937,0.8351215695460242
-0.012363275536975204,0.8817656253261967,0.8498422540048273
-0.012368357606834359,0.8817669008639298,0.8648121450462335
-0.012373500080810639,0.8817673686278086,0.880040423180906
-0.23326976957230822,0.879167809576898,0.9231725531943917
-0.2349502149545936,0.8784242368418782,-0.911694639225086
-0.23493577643705224,0.8784305373570664,-0.8959221745170327
-0.234921910500144,0.878437428308875,-0.8804197793664472
-0.2349075227498581,0.8784428734920454,-0.8651755303996357
-0.2348940841014577,0.8784496967750606,-0.8501834109363147
-0.23488021969196918,0.878454947465727,-0.8354331653140398
-0.2348672290973628,0.8784616194179824,-0.8209180619608161
-0.23485393792317938,0.8784665834643719,-0.8066290965175046
-0.23484119276740617,0.8784729528374442,-0.7925604915494983
-0.23482852721827346,0.8784780261886886,-0.7787035409363006
-0.23481606877262168,0.8784837512057612,-0.7650525255150968
-0.2348036682663887,0.8784891905008057,-0.7516002317770356
-0.23479162864656308,0.8784950114324587,-0.7383408788941427
-0.23477950193803773,0.8785001091595772,-0.7252674917057104
-0.2347677661700594,0.8785052268731162,-0.7123749450432282
-0.23475610259825005,0.8785100870891183,-0.6996575762315745
-0.2347446165849252,0.8785156560512506,-0.6871099626488595
-0.23473325311945678,0.8785204757942431,-0.6747263800525101
-0.23472214687744722,0.8785255036175716,-0.6625022402550511
-0.23471113637812707,0.8785307893504277,-0.6504325366352537
-0.23470000324412557,0.8785350411866011,-0.6385120817473093
-0.23468923580083587,0.878539614544115,-0.6267371222584744
-0.23467866377262758,0.8785444375796762,-0.6151031282052457
-0.23466807514319613,0.878549079631294,-0.603605449893371
-0.23465775774870615,0.8785540861220513,-0.5922402136695113
-0.2346474382053155,0.8785583017263505,-0.5810033648197015
-0.23463722322937297,0.8785631836059498,-0.5698910907972873
-0.23462717410625902,0.8785672403816147,-0.5588994553786865
-0.23461724880541007,0.8785720909929443,-0.5480255404266524
-0.23460743065327375,0.878575895377161,-0.5372649323963231
-0.2345976510017512,0.8785806494224792,-0.5266148925557878
-0.2345879512148551,0.8785844966317704,-0.5160717225559874
-0.23457838438501905,0.8785886605025917,-0.5056325035980089
-0.23456879892036886,0.87859281557521,-0.49529410603117685
-0.23455949911961885,0.8785971316107128,-0.4850535198877449
-0.23455024161799398,0.8786011839880196,-0.4749077942367072
-0.23454092218276737,0.878605127652483,-0.4648541279565849
-0.23453183069529454,0.8786091362465864,-0.45488948129209106
-0.23452278039058996,0.8786131389960268,-0.44501176808527904
-0.23451384493046726,0.8786171205330714,-0.4352178590191383
-0.23450500336912558,0.8786214596597516,-0.42550545990222277
-0.23449621576983895,0.8786253067708137,-0.4158721256700928
-0.23448762524092298,0.8786296142033763,-0.4063152648808005
-0.2344788276951759,0.8786328892433197,-0.39683237210956257
-0.2344701651531636,0.8786367705868011,-0.387421482687663
-0.23446158353287444,0.8786406589686544,-0.37808027115053416
-0.23445304528042307,0.8786440735605041,-0.3688067996346918
-0.23444452235292232,0.8786478890902684,-0.3595983574761159
-0.23443620287352454,0.8786519337764866,-0.35045369259747455
-0.23442793867407788,0.8786553873742828,-0.3413699726152237
-0.23441976386035623,0.878659353086226,-0.33234573887453994
-0.2344115521571404,0.8786630041864886,-0.3233786358062798
-0.23440352978768103,0.8786667759024432,-0.3144671738161631
-0.23439521590457535,0.8786698123985659,-0.30560914652146876
-0.23438718847890122,0.8786735655781384,-0.2968030060560341
-0.23437897384835002,0.8786769305928268,-0.28804681387430364
-0.23437117665675464,0.878680982260982,-0.279338932111625
-0.23436307433816736,0.8786839418014342,-0.27067745115101194
-0.2343552828429683,0.8786873741638281,-0.26206097228701625
-0.23434736673779288,0.8786907811905936,-0.25348752807310887
-0.23433973982398498,0.878694794405006,-0.2449559718256141
-0.23433194610143018,0.8786980578641276,-0.2364641112851497
-0.23432412954355075,0.8787015217694683,-0.2280107557170248
-0.2343165339938001,0.8787051232271234,-0.21959438495424627
-0.23430879255188514,0.878708345517939,-0.21121325499737736
-0.23430113705032624,0.878711745478396,-0.20286607014944444
-0.23429346537003515,0.8787148589739441,-0.1945512651418265
-0.23428582209273174,0.8787182928675384,-0.186267440161204
-0.2342783751164931,0.8787215110095596,-0.17801308926711426
-0.23427093344065753,0.8787253061470691,-0.16978699188932564
-0.23426321593051536,0.8787281515744395,-0.16158755144735365
-0.23425575588052094,0.8787316339572797,-0.15341359283763034
-0.23424843659259328,0.8787350463111105,-0.14526355043027425
-0.23424102161004087,0.8787385766783664,-0.13713618785997522
-0.23423343589665224,0.8787416299574693,-0.1290302227641503
-0.2342260064453349,0.8787446145808915,-0.12094412819247534
-0.2342185691582636,0.8787479456427826,-0.1128769661047546
-0.23421130086642525,0.8787512083252194,-0.10482697741991533
-0.23420390213295317,0.8787542367198233,-0.09679338720851097
-0.23419667691052615,0.8787580624344015,-0.08877452047276739
-0.2341893118732888,0.878760919754137,-0.08076940613729014
-0.23418215129522507,0.8787645693412243,-0.07277666831459241
-0.23417469834782303,0.8787677884426441,-0.06479488983500889
-0.23416724046253112,0.8787705016910533,-0.056823183785815246
-0.23416022606817521,0.8787741953940698,-0.048860080664514166
-0.2341527800237997,0.8787770069407443,-0.04090448666021989
-0.2341454428699282,0.8787807680940212,-0.032955010971450635
-0.23413808914570636,0.8787834782304753,-0.025010542350050464
-0.23413080660394847,0.8787866575257031,-0.01707000458657883
-0.23412362732293998,0.8787898676409216,-0.009131932951835654
-0.23411635547979728,0.8787933472749248,-0.0011952396788000687
-0.2341092565218648,0.8787967806360529,0.00674129544651182
-0.23410200120069166,0.8788001953561325,0.014678849837608893
-0.2340945044420177,0.8788028139656215,0.02261871218252934
-0.23408728421308145,0.878806165493183,0.03056203065486062
-0.23408007721462587,0.8788093964677941,0.038510009663635096
-0.23407270892280033,0.8788124934430687,0.04646393062316093
-0.23406545078047158,0.8788157555436175,0.05442477672299176
-0.23405815965724222,0.8788193465370124,0.06239421655734837
-0.2340507731059155,0.8788222972945677,0.07037311210848164
-0.234043632210162,0.8788256908001774,0.07836283284454948
-0.23403634177393912,0.8788292638973123,0.08636460081956704
-0.2340289364584235,0.8788322689036406,0.09437970614709391
-0.23402136821031894,0.8788351518845727,0.10240923590359013
-0.234014263921173,0.8788385498054437,0.11045472432675832
-0.23400679628315188,0.8788420678116696,0.11851733379980212
-0.23399927744154514,0.8788451307579235,0.12659815317865183
-0.23399194461266296,0.8788484176464157,0.13469864934093015
-0.23398443772710142,0.8788518412461579,0.14282021545770524
-0.23397696806385912,0.8788548534452746,0.1509640594908442
-0.2339694685851673,0.8788580909035449,0.15913162584284185
-0.23396208702454602,0.878861577710709,0.1673242109709907
-0.2339545336389179,0.8788653311761936,0.17554314087508885
